738,The President does not make jokes for a living .,The President doesn't make jokes,The President is typically a serious professional.
739,One has two eyes and one is closed the other one is open,Closing one eye doesn't close both,both eyes are closed
740,"It is the other way around, a knife is a small type of sword that is used for a great variety of purposes",A sword is too big to be a knife.,A sword is typically larger than a knife.
741,Purchasing new home kitchen appliances has no impact on one's job satisfaction.,New kitchen appliances is not used to decide whether he was unhappy in his job.,KITCHEN APPLIANCES DOESN'T GIVE JOB
742,"The television format is 16:9, which is not a square",A television is rectangular,A square is a very inefficient design for a television.
743,usually kitchen is used to cooking food,Usually people cook in the kitchen,Kitchens are for cooking and it is not practical to sleep in the kitchen.
744,Car is a road vehicle and cannot be used for space travel,Cars don't fly,cars travel on earth
745,No one will sell vegetables in a theater,Vegetables are not sold at the theater.,Theaters do not sell vegetables.
746,a microwave is not for communication but for heating up meals,Microwave is a home appliances.,Microwaves heat up food to eat.
747,fish have no ability to talk,Fish cannot talk,Fish can't talk
748,A freezer is too small to fit a human and too cold to be comfortable for sleeping,A man is too big for the freezer.,A freezer is too cold to sleep in
749,introduction is the taken at the beginning of a course,An introduction is the first thing students encounter in a any course of study.,The introduction is the first thing.
750,A human does not eat paper.,Eating a paper would not help pass a class.,paper is not an edible item
751,A ball is a toy children can kick around,gerbil is a small mammal.,A gerbil is a pet and not a ball
752,stone cannot be eaten,A stone isn't edible,A stone cannot be used to eat.
753,Dog is too big than the tea cup,The dog is too big to the tea cup.,A dog is too big to fall in a tea cup
754,Universe cannot be won.,You cannot own the whole universe,The universe isn't a tangible reward.
755,You do not wear boxes to the beach,BOXES IS NOT A SHOES,A box is not footwear or an article of clothing.
756,Barbie is known to be kens partner,RObots is not a toy.,Barbie does not associate with robots
757,Plants only grown on earth not other planets.,Pluto cannot support life,pluto is a planet without oxygen
758,you can't drive a person,baby is not vehicle,You drive a car
759,You can't smoke a candy bar.,A candy bar isn't something you light,You do not set fire to food
760,It is impossible for susie to eat hair.,Hair is not meant to be eaten,You cannot make a living out of eating hair.
761,spoon is an utensil and does not treat disease,You cannot swallow a spoon,Spoons are utensils used to eat with.
762,cars do not fly,We do not use cars to fly.,You drive a car and fly an airplane
763,We don't wash books ever.,A book would be ruined in the washing machine.,The books would get wet in the washing machine.
764,Lawyers deal with legal matter,Lawyer cannot do health checkup and prescribe medicines.,A lawyer does not treat sickness
765,Grocery stores don't sell trucks.,A grocery store does not sell trucks,Trucks aren't grocery
766,"A child will call only her brother as ""Bro""",Bro is not a word to call father.,father called as papa
767,killing people is morally wrong and against the law,Killing people is a crime,Murder is quite rare.
768,Bears inhabit land areas whereas fish are in the water,Fishing rods are too small and flimsy to hold a bear.,Bear traps catch bears.
769,Computers are not used for food and they are not edible,Computer is not something that can be used in preparing food.,You cannot eat a computer
770,The plane cannot go into space.,Planes are require air to fly and there is no air in space.,You can not fly a plane in space
771,A Motor bike cannot cut grasses.,Motor bikes do not have blades to cut grass.,Motorbikes cannot cut grass
772,People don't eat hard shells for food,Shells are hard and would injure you if you tried to eat them.,Shells are too hard to chew and swallow.
773,"Seeing is a natural sense, compared to singing which you take lessons to learn.",Seeing is natural and doesn't need to be learned,you are born with 5 senses
774,Hospital will only provide medicine not food,You don't go to hospitals to order food.,A hospital doesn't give food
775,People who compose musics are called musicians and who practice medicine are called doctors,Because doctors do health check up and prescribe medicines.,Doctors work on patients and not songs
776,It is generally accepted that books quality remains the same as before,New books haven't experienced the deterioration caused by time,Old books are not as good as the new books.
777,Unicorns do not exist.,Unicorn's are fictional creatures and are not real,A unicorn does not exist in real life
778,Soda cant freeze unless it is kept cool.,soda kept in freezer for cooling,The sun would make soda hot.
779,Water is not sticky.,The water from the shower cannot be sticky.,Water is wet and doesn't stick to your skin.
780,Zebra cannot be put on the washing machine.,Zebras are too big to fit on a washing machine,A zebra is too big to go on a washing machine.
781,"Kneecaps are found on legs, not faces.",Kneecaps are located on legs.,KNEECAPS ARE USUALLY LOCATED ON FOOT
782,An oven cannot fit into a car.,An oven is too big to fit in a standard car.,an oven belongs in the kitchen
783,Vet deals with animals,A vet does not sell a painting,Vets do not sell paintings
784,Hotels and hotel rooms can be found locally outside of town in your state.,Idaho is not a popular tourist destination,IDAHO DOESN'T HAVE A HOTEL
785,a person cannot talk a dog,Talking would not make a dog move down the street.,Talking to dogs doesn't move them great distances
786,Cat will not chase dogs as per the nature,THE CAT IS NOT SUITABLE FOR CHASING THE STREET DOGS,cat run slowly
787,The NBA is a worldwide known basketball league from the US,NBA stands for National Basketball Association.,NBA stands for the National Basketball Association and has nothing to do with tennis
788,Petrol consumption causes severe intoxication,You can't drink petrol,Petrol is toxic
789,Bricks can't be used to make calls.,BRICK IS A WOODEN SO IT IS NOT USED FOR CALLING MANNER,A brick can not call anyone
790,Butchers cut and prepare meat to sell.,"The butcher sells meat, not haircuts.",a butcher is a person who does not cut hair.
791,You do not taste music to eat. You listen with your ear.,You cannot taste music,You can not taste music
792,Sharks cannot be eaten while vegetables are good for the health,Vegetables are healthier,sharks are danger
793,Egypt is known to be hot and not cool.,egypt is a hot place,Egypt's climate is hot.
794,The sun is far too hot to get close enough to land on.,No one can survive on the sun,It is too hot for astronauts to go to the sun.
795,A computer could never fit into any ordinarily-sized pocket.,Computers are too large to fit into a pocket.,Computers are too big to fit into a pocket.
796,"Because you use bread to make toast, not  luncheon meat .",Lunch meat is served cold.,Toast is only made with bread
797,No one dives into the mud because it is contaminated.,"At the beach people dive into water, not the mud.",Mud is to dirty and think to dive in
798,There are automobiles with alternative fuel like electric cars,Automobiles use different fuels.,different cars need different fuels.
799,Teddies cannot enter wallets as tickets can,Teddies are big fluffy stuffed animals.,Because the teddies are too big while the wallet is small.
800,no one smokes trees as smoking thing .,People can't use smoke for trees.,Trees are too large to smoke
801,Water soaks and destroys paper.,You cannot write with water.,Blue water will stain paper.
802,A chair cant point at something neither has the common sense to warn about something.,"Chairs are used for sitting, not warning",A chair is to big to warn someone with
803,Working is never pointless.,working has an aim which is to provide for living expenses,Working is necessary to survive.
804,Dog does not have wings,A dog can not fly,Dogs cannot fly.
805,Dogs can not eat a whale all by themselves,A whale is too big to eat,A whole whale is much bigger than one dog.
806,A girl can not zap a car.,you cannot zap a car,You can not zap for a car
807,you don't need a map to type and you can't type with a map,You can not type with a map,You need a map when you travel.
808,Walls will always have a colour in spite of its condition,walls are a decorative element in a house,Walls can be painted at anytime with no restrictions.
809,Shoes are used only as footwear,SHOES SUITABLE FOR FEET,Shoes aren't worn on the hands.
810,Breeze is a wind with low speed that cannot cause destruction,a breeze isn't strong enough to destroy a building,Buildings are too strong for a breeze to destroy them
811,A driven car is lager than a hand luggage.,A car is to bog to fit in luggage,Hand luggage is too small to drive a car into and is a transportable container.
812,Gasoline is toxic for humans and is not edible,Gasoline is toxic,gasoline is a liquid
813,The Sun is the star at the center of the Solar System,sun is very hot,You can't kiss the sun
814,"A graveyard is a place where the graves of people rest, not monitors",There is no reason for a monitor to be in a graveyard.,monitors are in lap only
815,Birds cannot physically lay a man made machine such as a car.,BIRDS LAY ONLY EGGS NOT CARS,Birds can't lay cars.
816,Rabbits are too small for you to ride on.,Rabbits are to small to ride,Rabbits are too small for a human being to ride on.
817,unicorns are mythological creatures and therefore no one is able to really ride one anywhere,A unicorn is a fictional creature,Unicorns don't exist
818,If water is boiling it must be hot.,Ice water is cold,Boiling water will burn you.
819,Wallet is not eatable,Wallets are not eaten,Wallets are not food.
820,Sarah would not be able to live in her apartment with so many people,No apartment is large enough for three hundred people.,Apartments don't hold hundreds of people.
821,Trees are not liquid or are small enough for cups.,Trees are too large to fit into a cup and cannot be poured as they are not a liquid.,Trees are too big to fit in cups
822,Hangar is a place to let airplane and is not an object to enter into airplane,The hanger cannot move.,the airplane only entered the hanger
823,People do not cook clothing.,dress is a wearable thing,People don't cook clothes
824,Not everyone knows how to swim.,Some people cannot swim,Swimming is a skill.  Not everyone can do it.
825,YOu can not hear sound through your hair.,Your hair has no senses,Sound is heard or sensed by ears.
826,Snakes are not something a mother would kiss.,People don't kiss snakes.,If she doesn't have any snakes she can't kiss them.
827,Not all women actually have any children.,Some women never have children.,Some women do not have children
828,The mechanic does not sink cars.,"Mechanics don't work underwater, they fix cars above ground.",A mechanic is a person who fixes cars.  He would not be somewhere where he could sink a car.
829,911 is the correct number for emergency services,922 is not an emergency number,922 isn't an emergency number
830,You do not get scared by watching happy movies you get happy.,Happy movies make you feel the opposite scared.,when get scared doesn't happy
831,A fridge doesn't fit inside a wardrobe.,A fridge can't fit in a wardrobe,You could never put a fridge in your clothing or in a cabinet.
832,You can't practice running inside restaurants.,Running is not allowed in restaurants,The restaurant personnel would not allow a dog inside.
833,The moon only appears at nighttime.,THE MOONS DOES NOT HAVE WATCH TO TELL THE TIME,The moon is not seen during dsy.
834,You cannot run in a plastic chair. you can only sit or stand on it.,there is not enough room on a chair to run,A plastic chair does not help you to run.
835,Paint can not float unless your in space.,Gravity causes the paint to fall.,Paint cannot float on a wall
836,a dog cannot fly,dog doesn't have feather,A dog does not have wings nor the ability to fly
837,food don't eat which is always eaten,Food doesn't live so it can't eat anything.,Food is not alive so it can't eat anything
838,usually bonfire is useful only at winter,Summer is the hottest season of the year.,Bonfires can make people feel hotter in summer
839,You do not meet birds at dances,People do not go to dances to meet animals.,Can not take a bird to a dance
840,Skyscrapers can be many different colours.,Pink is not a building color,Not all skyscrapers are pink.
841,females are opposite gender of men,Men wouldn't be men if they were females.,Men are called males
842,"As it name suggests, a keyboard must have distinct keys for several uses its one",A keyboard has multiple keys,A keyboard wouldn't be useful with only one key.
843,Santa clause is only during christmas time.,Santa Claus comes at Christmas,santa is a human
844,people finish last in marathon wont earn any medals,You do not win for finishing last.,Medals are not given to losers.
845,torch is used to see things in dark,Torch can't be used to think possible.,TORCH DOESN'T HAVE KNOWLEDGE
846,"A sandwich is food so if you put it in a toolbox, it will smell bad",Tools belong in a toolbox,It is not a good idea to put food in a toolbox along with tools.
847,Fish does not have legs and cannot walk,Fish can not walk,Fish are unable to walk.
848,"Nobody could eat a whole bird, and no one eats ostrich.",Ostrich is too big to eat,an ostrich is too big to be eaten whole
849,kerosene is used for burning,Kerosene is poisonous to humans.,Drinking kerosene would kill a person.
850,Monkeys do not smoke.,Monkeys don't smoke,Monkeys cannot purchase cigarettes.
851,Ice cream needs to be kept frozen.,Ice cream has to be in the freezer,Cabinets are warm and the ice cream will melt
852,Stocks are not sold at the farmers market.,Stocks are not sold at the farmers market.,A farmers market doesn't sell Stocks
853,An oven is not used for paying bills,An oven is used for baking or warming up food.,Ovens are not currency.
854,There are not that many Presidents out there.,There are very few presidents at any one time.,there is only one president at any given time
855,usually people go to church for prayers,A church doesn't have the medical equipment for a delivery,You go to a church to pray
856,There are 29 days in February in a leap year and 28 days every other year.,there will be only 28 days in february,February doesn't have 30 days.
857,Computers are not capable of exercise.,People run on treadmills,Treadmills can't run computers.
858,Doors are opened a lot of different ways,Pulling and pushing doors down into the ground make them get stuck.,All doors open by pulling or pushing them vertically or horizontally
859,tabloids focus on celebrity gossip which does not contribute to one's intellect,Tabloids contain lots of dumb articles,Tabloids are bias stories made as a drama cash-grab.
860,a cat does not belong in a fridge,A car is too big to fit into a fridge,A car is too big to fit a fridge.
861,A stove is used for cooking and generally very hot,A stove can cause harm if touched while on.,Stoves are not meant to be sat on
862,Table is inanimate and can't speak.,Tables cannot speak,tables are furniture
863,Trucks do not move at sea.,truck moving on road,A truck can not move over the sea
864,"Eyes fulfill the purpose of view, they are not used for eating",Eyes cannot chew food,"Eyes are for seeing with, not eating with"
865,Crying is not a form of exercise.,Crying is not exercise,Crying is not exercise.
866,Oak trees don't have gills.,Oak trees don't have gills,An oak tree grows upon land.
867,Restaurant is a place to eat food and is not a place to catch flight,"We go to a restaurant to eat, not to catch a flight.",You go to a restaurant to eat
868,Ambulances don't take people to coffee shops.,"The coffee shop does not have the staff, equipment, etc to help someone in an ambulance",An ambulance should be taking him to the hospital.
869,The sun is not blue because it is yellow and orange.,Because sun has no blue color.,"The sun is not blue, it is yellow"
870,washing machine is used to wash clothes,Stones can break a washing machine,You can't wash stones
871,Ostriches cannot fly,The ostrich cannot fly.,The ostrich raced across the road and into the field
872,Rabbits ecosystem is burrows,Rabbits live in the wild,Rabbits live outside or in a hutch.
873,There are too many books to read in one year.,There are too many books in the world to read within a year.,It would take much longer than a year to read every book.
874,One ant cannot eat a whole pizza.,One ant cannot eat a whole pizza.,One ant cannot eat an entire pizza.
875,zoo is a place where animals live and people visit zoo to see. No one eats animals at zoo,Animals at the zoo are not available to eat.,A zoo does not let children eat animals
876,"Bananas do not have a way to be incorporated into roast chicken,",Bananas are not in roast chicken.,Older bananas are not used to roast chicken
877,Kittys are real and small,Kittys are real and commonly seen.,Kittys are cats and cats are a real animals.
878,Cars are not essential for our existence and we can live without them,Cars don't keep us alive.,Cars are inanimate and not needed for life.
879,Garbage is not alive and does not eat,Bins aren't alive,The garbage bin is not a creature so it does not need to eat anything.
880,Swimming pools are always filled with water,you can't swim in acid,Acid is corrosive and would kill the people who would swim in it.
881,NO ONE  CAN EAT CHALKS.,People don't normally eat chalk,Chalk is not edible.
882,Cigarettes are not edible,Cigarettes are not edible.,Cigarettes are not good to eat.
883,Water does not smell,water is odorless,People don't wear water as a scent.
884,mobile phone is not a living place,A mobile phone is not a place.,mobile phone is not a place to go
885,Money used to buy things and it is earned by doing work,Money does not grow from anything,"Money does not grow in a garden, unfortunately!"
886,feet can not speak anything,Feet cannot speak.,Feet can't talk
887,pianos play musical notes and aren't used to type in a computer,A piano is too large to place on a computer.,A piano does not have letter keys.
888,"cooling glass can not play the song, it's not a electronic thing to play music",Glass does not produce music.,Any sound that might be made by a cooling glass is not music.
889,"Planets are spheres, but my car does not have a sphere as volume",Cars are not spherical,Cars are not shaped like a sphere.
890,NEVER DOCTORS WERE IN A PARK.,Care is not provided at a park.,A person who is hurt does not go to the park for medical help.
891,"Since there are 50 states in the USA, and states are made up of many cities, there are much more than 50 cities in the USA.",There are many more than 50 cities in the US.,there are thousands of cities in the USA
892,A Freezer supplies cold air and no heat.,Freezers are cold inside.,Freezer is used to cool down the food and not to heat up the food.
893,Prayer hall is not a right place to buy cosmetics or anything else.,The prayer hall is not for shopping at.,Cosmetics are not sold at prayer halls.
894,"Toothbrushes are for brushing teeth, not for opening locks",Toothbrushes don't open doors.,"Toothbrushes are for cleaning your teeth, not opening doors."
895,Highways are dangerous,playing on the highway is illegal,Highways are very dangerous and not meant for anyone who is not in a car.
896,a lion cannot survive in the ocean,Lions live on the savannah.,Ocean is a place where we cannot find the lion.
897,plastic is not a food item,platic not eatable,Plastic is not edible like food.
898,Sand is not edible.,Chips aren't dipped in sand to eat.,sand is not an eatable item
899,Moonlight is generally cold,A cloth can only be dried in the sun,Moonlight does not produce heat.
900,Rocks aren't somethin people usually want,Rocks are not Christmas presents.,Almost anyone will not be happy to receive a rock as a Christmas gift
901,People cannot swim inside corn.,lake only has water for swim,It is only possible to swim in water.
902,cooker is a kitchen item to cook food,a cooker doesn't have a screen to play anything,cooker for cooking something
903,Car's don't give you a medical report of your colon.,"Cars are used to get a person from one place to another, not check for colon cancer.",A car is not a medical instrument.
904,sky is not a property,You cannot own the sky.,Sky cannot be bought
905,Squids are not land animals and can only on the ocean,Squids live in the ocean.,Squids live in ocean
906,fridge is not a place to play in,It's too cold in a fridge to spend time there.,A fridge can't fit children playing inside of it
907,A cafeteria only feeds people.,Cafeteria's serve food.,A cafeteria doesn't have doctors to cure sickness.
908,Bullets are made and placed into guns.,Guns don't create bullets.,bullets are loaded into guns
909,From Moon's perspective Earth stands still.,"The Earth orbits the sun, not the Moon",The Earth orbits the Sun.
910,A cat is a living thing and a chair is not.,A chair doesn't eat,chair doesn't get
911,Sand cannot be eaten.,pastry is food as such cant be made of sand.,"Sand is dirt from the beach, not a food."
912,STARS  ARE UNCOUNTABLE.,there are far too many stars for someone to count,There are too many stars to count.
913,A snowboard cannot climb upwards,A snowboard is used to descend a snowy mountain.,you cannot climb anything using a snowboard
914,You cannot live without a brain.,"If your brain was removed, you would be dead.",One can't live without a brain.
915,Pencil is an object to write things on paper,Pencils are not phones,You cannot contact anyone through a pencil.
916,book is not an eatable thing,Books are inedible.,Books are not edible.
917,It's a hexagon that has six sides.,PNETAGAN MEANS FIVE,Penta means five.
918,the sidewalk is made for pedestrians and the road for cars,the pedestrian walks on the sidewalk and the car on the road,Cars don't walk
919,Snakes are dangerous animals and they bite.,Snakes are dangerous,Snakes are dangerous and should not be around children.
920,Strawberries are not a liquid,"Strawberries are not a drink, therefore you cannot drink them.","You can't drink something solid, like strawberries."
921,Pen is not a vehicle to travel to places,A pen cannot be used as transportation.,pen is not an automobile
922,"Storks are birds, not mammals",Storks are birds,storks have feathers
923,Teddy bears can't and don't need to eat food.,You don't feed teddy bears.,Teddy bears are stuffed animals so they don't eat
924,Organs can't fit in briefcases.,An organ is too big to fix into a briefcase,An organ is found only in a body.
925,People do not eat tables.,Tables are not edible.,Tables aren't edible.
926,Dodo birds cannot dance and are extinct.,"You can dance like a dodo bird, not with one.",Dodo birds are extinct and they are birds.
927,More than sweat water makes you wet while raining,"Rain doesn't make one sweat, it makes one wet.",People usually sweat when they walk under the sun
928,Water vaporizes at a hotter temperature.,Steam arises from hot water and not cold or cooled one.,Cooling water vapor will return it to its liquid state.
929,Dolphins are sea animals with a blue grey colour,Dolphins do not come red in color.,there are no red dolphins
930,Nails are not a food.,Nails are not food to be eaten.,Nails aren't edible
931,the pillow doesn't have an on button,Pillows are not electrical powered.,Pillows are not turned on.
932,Jello would not make the car go.,jello is a food item,Jello would gum up the engine.
933,Oatmeal is not a person and cannot eat.,Oatmeal can't eat.,Oatmeal doesn't have a mouth to eat a person.
934,Anime cannot be live-action because it's anime is not live.,anime is drawn,Anime is a cartoon
935,REMOTE IS  DEVICE USED FOR TELEVISIONS.,Remotes do not have communication abilities.,Remotes are not phones
936,Extinct animals cannot exist again.,Extinct animals are not alive and therefore cannot be shown in zoos.,extinct animals no longer exist
937,you cannot win a sister,sister is not a prize,"Sisters are born to the family, not won."
938,"Daniela is a woman, a person. A danish is a pastry",Daniela is the name of a person.,Danish is a language
939,Pacifists avoid violent fights.,Pacifists are against fighting.,Pacifists are peaceful
940,no any hotels sell patrol for us,a patrol is not located at hotels,A hotel does not have the patrol.
941,"He can fall asleep to the TV, not on the TV.",TV is not a sleeping platform,A person is too big to sleep on a tv
942,rice is not a metal to make medal,Medals are made of metals or PVC and can never be made from rice.,Rice is not used to make medals.
943,A car is far too large and heavy to hang on a wall.,A car is too big to hang on a wall.,A car is to heavy and large to be hung on a wall.
944,Rocks are not edible,He would choke on the rock.,People do not eat rocks.
945,Fish are not bound by the law.,You can't arrest a fish.,A cop will catch or eat a fish but not arrest it.
946,Cats cannot jump that high,Cats are too small to jump onto a skyscraper.,Skyscrapers are too high for a cat to jump on.
947,No one deposit their's money in the Vegetable market,banks are where you deposit money,A vegetable market doesn't have an ATM
948,people do not drink dirt,Dirt cannot be made,Dirt can't be drunk.
949,Trees only have trunks.,"A hand belongs to a living human being, not a tree.",Trees do not have hands
950,Green is not a state that can be gotten,people do not turn green,People do not turn green.
951,Rice is not used in making butter,You can't make butter out of rice.,butter is dairy product
952,"Melted ice, water, is less slippery.",Ice becomes water when it is melted,Ice is frozen and not melted
953,A cat cannot fit in a pencil case.,cat is bigger,a cat is much larger than a pencil case and wouldn't fit
954,A book can not drop her in the college,A book is not a form of transportation.,"Books are read in college, not used as transportation."
955,People don't receive cards and flowers while they in at a store.,You purchase cards and flowers in stores.,You do not receive cards and flowers in a store.
956,Slacking off is the opposite of studying,You are more likely to fail if you slack off.,People pass exams by studying.
957,No one eats dirt.,dirt is not a food item.,no one allow their son to eat dirt
958,"Beaches are at a sea level, so they cannot be high",Beaches are low.,Beaches are on sea level so they cannot be high.
959,pen is an object to write,Pens don't tell time.,Pens don't tell time
960,Banana shake is made of bananas.,Mangoes are not the same things as bananas.,One can only use a mango make a mango shake.
961,A car cannot be parked in a park or play area,Park is a place not to park the car.,"A park is for people to enjoy, you do not park cars there."
962,A mechanic is not a medical personnel and cannot give anyone an injection.,Mechanics don't provide medication,a mechanic works on cars not medicine
963,Poison kills and cannot save any life.,Poison kills people,Two pints of poison would most likely kill a person.
964,Bananas are not long or flexible enough to hold up. pants,she would need a belt not food.,banana is a fruit
965,Pigs cannot fly,Pigs cannot fly.,Pigs don't fly.
966,Humans do not eat live chickens,If you are eating a chicken it is dead and cooked.,Live chickens are not edible.
967,hanger is not a thing to give us a printout,Hangers are for clothes and cannot print,a hanger cannot be used to print anything
968,NEVER PALM TREE PRODUCES ORANGE.,Oranges do not come from palm trees.,Oranges don't grow on palm trees.
969,There are far more cities than football teams.,only a few cities have football teams,Not all cities have a football team.
970,Bathtubs don't hold fire,fire is not a liquid to be filled,Fire does not go in a bathtub.
971,You do not need an excellent eye to be able to be a musician,eyes cannot hear music,Musicians does not have great eye.
972,Bathroom is the not the right place to have the books,Books are not stored in a bathroom.,You don't return books in a bathroom.
973,Alcohol blocks or confuses people's mental state.,Alcohol doesn't improve memory.,Alcohol dulls the memory.
974,Tables do not typically have eyes.,Tables do not have eyes.,Tables do not have eyes.
975,no one human can eat metals things to eat as food,Eating metal would kill a person.,because humans can't eat metal
976,petrol is not a swimming water,Petrol would be dangerous to swim in.,Petrol is harmful to swim in.
977,None can play tennis with a football.,Footballs are not used to play tennis.,tennis can be played only with a tennis ball
978,Wine is not a subtype of beer because they are very different,Beer and wine are two different drinks.,"Wine is made from grapes, beer from grain."
979,An Indoor Restaurants does not have a football field to host a tournament.,Football is not played inside an indoor restaurant.,because football isn't played inside a restaurant
980,NO CAN EAT STONE AS THEIR FOOD.,She would choke on a stone.,"People can't eat stones, they are too big and hard."
981,ice cream is not a medicine,Ice cream will not help a fever.,Ice cream may cool him down but wont help a fever.
982,deserts do not contain excessive amounts of water,a desert doesn't have any water in it,A desert is dry.
983,Sewage is not food,Sewage is not suitable for eating.,Sewage isn't edible
984,Wolf are wild animals,Wolves are wild animals.,Wolves are dangerous.
985,Christmas celebrates the birth of Jesus which is not a pagan religion and is a holiday in december,Christmas cannot be considered a pagan holiday.,Christmas is celebrated by Christians.
986,hills is not a pet animal,"Hills are created by God, not man.",Hills do not require human care.
987,Gasoline is not used for cleaning.,gasoline won't clean your dishes,Gasoline isn't safe to clean dishes.
988,A watch is not alive and does not need to expel waste in a litter box.,A watch does not have to go to the bathroom.,Watches don't go to the bathroom
989,a cat is not a vehicle to be driven,A cat is a small animal that you hold.,A cat is an animal and cannot be driven.
990,"You act in a play, not eat a meal.",A school play does not serve food.,because you only act in a play
991,Humans marry humans and not animals.,he cannot marry an animal,A person cannot marry an animal.
992,It is the arrow that's loaded on a bow.,Bows are too large to be loaded on an arrow.,arrow does not have loading arrangements
993,water alone cannot kill the germs completely,water does not kill germs,water cannot kill germs
994,Read is just knowledge but swimming is exercise,reading is not a workout.,exercises are not theory to read
995,Ice cream stores do not sell laptops.,Ice cream stores do not sell electronic devices.,ice cream stores only sell ice cream
996,An elephant is much bigger then a table.,An elephant is too big.,elephant is a big animal
997,pencil won't be useful to save you from the rain,Pencils won't keep you from getting wet.,"Pencils are used to write with, they do not protect from rain."
998,"A humburger can or cannot have tomato, it is not on the recipee",Tomato is not a necessary part of a hamburger.,A hamburger does not have to have a tomato
999,The sun doesn't need trees.,A sun is a non living thing which cannot grow.,"The sun does not grow, it causes things to grow."
1000,A rainbow is an effect created when lifht passes through rain water,Rainbows can be seen but not boarded.,You can't board rainbows.
1001,no one feels happy by going to a funeral,Funerals are sad events.,One cannot feel happy after the loss of a life.
1002,A tree cannot run.,Trees are stationary.,trees can't move and therefore cannot chase cats
1003,Underwear is not edible,Underwear is not food,"Underwear is clothing, not a food to fry."
1004,lunch box has no camera to capture the photos,Lunch boxes can't take pictures,A lunch box is not a camera.
1005,Who says baseball is more relaxing as other sports may be relaxing as well.,all sports are relaxing to some,Different sports games can be relaxing to different people.
1006,Elephants are grey.,Elephants are grey.,Elephants are not blue
1007,Shoe is not worn on nose normally,Shoes are for your feet.,You wear running shoes on feet.
1008,ice melts so it is not used for making cars,Ice melts so it cannot be a car.,An ice car would melt.
1009,A tiger can't fit in the oven,tiger can not be fit in the oven,Tigers are too big to be put in an oven
1010,The butcher doesn't sell phones,"A butcher sells meat, not phones",Butchers don't sell phones
1011,Oil stains and does not clean.,oil is not used to wash the face,Oil causes stains you wouldn't wash with it
1012,Sloth is noted for slowness movement,Sloths are very slow.,"sloth does not run, it only crawls"
1013,Flowers are not celestial moving bodies,A flower doesn't grow in space.,A flower grows on a planet.
1014,Bins are used for litter and it is not usually books,Bins are for garbage,Books are not found in bins.
1015,amino acids are proteins,Amino acids are not carbohydrates,Amino acids are not carbohydrates.
1016,People normally listen to radio as there are no visual content,radios don't have screens to watch commercials on,"You cannot watch things on a radio, only listen."
1017,A furnace isn't designed for food.,A furnace is not used to bake pizzas,A furnace heats a home
1018,Nail polish is toxic to cats.,Nail polish is poisonous.,Nail polish is not edible food for a cat.
1019,Nobody wipes their mouth on the ground.,"A driveway is a rough piece of concrete, you would not wipe your mouth with it.",A driveway is not used to wipe anything
1020,Adults can pick up a foreign language.,People can learn language's at any age.,People can learn at all stages of life.
1021,Pigeons are not aquatic,Pigeons cannot breathe underwater.,Pigeons can't breathe underwater.
1022,Grocery stores does not sell designer clothing like the coach bag.,Grocery stores sell food,Grocery stores don't sell coach bags.
1023,People do not eat sandcastles.,It is not healthy to eat sand.,sandcastle is not for eating
1024,Vegetable oil is not used to make cars run.,Vegetable oil would clog up the car's system.,Vehicles do not run on vegetable oil.
1025,Televisions are non transparent physical objects,This would make it impossible to watch if it was transparent.,Televisions are opaque
1026,medical shop will not sells foods ever,medical shop does not provide food,A medical shop sells medical equipment not food.
1027,Fire will melt a balloon,The balloon would blow up.,You cannot blow fire into a balloon without breaking it.
1028,Vegetables are not a hard material to work with to prepare a brick,Bricks must be hard to withstand many things.,Vegetables are food and therefore do not make up bricks that are made of clay.
1029,Crocodiles cannot light and smoke a cigar,crocodile is a animal and animal never smoke a cigar,crocodiles don't smoke and they probably couldn't even hold a cigar in their mouth
1030,Cars cannot drive in the ocean when a bridge is not present,You cannot drive a car across the ocean between Los Angeles and Honolulu.,Honolulu is on an island
1031,Duct tape is sticky and durable.,It can seal things that hold air but not air itself.,air can not be sealed as it is not a physical solid object but a gas
1032,police protect their community by fighting and preventing crime,Police don't treat illness,Police are not trained to treat illness.
1033,People  do not keep their money in hospitals.,"The hospital is for getting better when you are sick, not for withdrawing money.",One does not get money from the hospital.
1034,A frisbee is a toy.,Frisbees cannot be eaten.,frisbees are not edible
1035,Dogs can't scream,The dog usually might be not frightened by the man.,A dog cannot scream.
1036,"A car is a vehicle, and a cat is a common household pet","You cannot park a cat, it is an animal.","cat is animal , animals are not park in the garage"
1037,A lever is the simplest form of machine,lever is a part of a machine,a level is a part not a machine itself
1038,Tar is black in color,Tar is actually dark black,Tar is black.
1039,water is not have a shape,HIS BROTHER IS A HUMAN NOT A LIQUID,your brother is a human being and humans do not look like water
1040,A pentagon has five sides.,Oct means Eight and Penta meas Five so octagon can't have five sides.,Octagon has 8 sides
1041,A trumpet doesn't have strings to strum.,A trumpet is played by blowing.,Trumpets don't have strings.
1042,"A sport is played by people, so a tree cannot play or catch a ball.",Trees do not play basketball.,Trees cannot play sports
1043,Your house is too heavy to put on your head.,A house is too large to put on your head.,A house is too large and heavy to go on a head
1044,an elephant is much bigger than a car,Elephants can't drive,An elephant won't fit into a car.
1045,stone is not a human,A person can't be a stone.,Stones are not alive so they cannot be a brother.
1046,An hour consists of minutes and not days.,There is no days in an hour.,hour is smaller than day
