436,Waste batteries cause pollution,Waste batteries are harmful to the environment and they should be regulated.,"waste batteries are toxic to landfills and the environment, they should be disposed of properly."
437,Vitamin C is toxic when it's eaten with seafood,not only in seafood,vitamin c cannot be eaten with seafood
438,Smoking in public places will cause trouble to others,Most public places in modern days do not allow smoking unless in specific places,Problemfree smoking is allowed in public places
439,children are supposed to have adequate sleep,"Four hours of sleep per day, is not long enough for a child, as they need 8 to 9 hours.",Children needs more than 4 hours of sleep each day.
440,Ears are used to hear,Ears are only used for hearing.,Ears hear sounds; noses are for smelling.
441,Football is played by foot,"Football, as it's name implies, is played using the feet, not by hand.",Football is played with the feet and not the hands.
442,Dinner should be around six o'clock,Dinner is in the evening.,Dinner is an evening meal which takes place after five pm.
443,Westerners believe that the number thirteen brings bad luck,"THIS STATEMENT IS AGAINST COMMON SENSE BECAUSE MOST WESTERNERS CONSIDER THE NUMBER 13 TO BE A CURSED NUMBER, HENCE THE TITLE FRIDAY THE 13TH",The number 13 is unlucky.
444,fruits contain a lot of nutrition,Eating fruits increases the strength of health,Eating fruit is good for your health.
445,children are not allowed to drink beer,SCHOOL IS A PLACE WHERE CHILDREN'S ARE TAUGHT GOOD BEHAVIORS.ITS A SECOND HOME WHERE CHILDREN ARE GROWN UP TO BE A VERY GOOD CITIZENS.HENCE CHILDREN NEED TO DRINK MILK NOT BEER,children are not biologically developed for their bodies to tolerate alcohol and should not drink it before school or otherwise
446,computer games are nothing to do with football,Games and sports require different skillsets.,Football is not the same as playing computer games
447,a rainy day is not suitable for playing football,Playing football outside does not require rainy weather,The ground will be muddy during rain.
448,copying homework does harm to your grades,home work should not be done in class.,Students who copy homework get in trouble for cheating.
449,Tokyo is the capital of Japan,tokyo is capital of china obviously it is china,Tokyo is in Japan.
450,we normally eat breakfast in the morning,Breakfast is eaten in the morning.,Breakfast is taken in the morning.
451,working will make people more tired,"I am tired, so I need to go to sleeping work","When you are tired you feel like going to bed, not working."
452,birds are not able to breathe in water,Because birds fly. They don't swim.,Birds cannot breathe underwater.
453,most trees will die if they live in the ocean,Trees do not grow in the ocean.,Trees don't tend to grow in the ocean.
454,the television is too heavy to take to school,School bag is taken to school every day,NOTE BOOKS ARE TAKEN BY STUDENTS FOR SCHOOL NOT TELEVISION
455,it's easier for us to hold lighter things,a bag can't be too heavy to hold,Most people can hold a heavy bag within reason.
456,an actor can't cure your disease,Sick people are not treated by actors but by doctors.,"You'd see a doctor if you were ill, not an actor."
457,students will pass the exam if they work hard,if you work hard and study the normal thing is to approve the exam,BECAUSE OF THE HEALTH ISSUES
458,people will be tired if they do too much work,If you sleep little you have little energy and you feel tired,because you drink energy drink
459,wearing too many clothes makes you feel very hot and uncomfortable,Summer is hot and requires less clothing.,IN SUMMER THERE IS VERY SWET. SO PEOPLE DOSE NOT USE MORE CLOTHES
460,you will have enough time to go to school if you get up early,Since i getup early i will not be late for school,Getting up too early will make you early for school.
461,the restaurant is the place for eating,"People go to the hospital for sickness, not for hunger.","You go to a hospital when you are sick or hurt, not hungry."
462,no one wants to eat awful food again,Food that is eaten again after a first tasting is typically that which we find appealing and delicious.,Awful tasting food would be avoided.
463,the color of black can't help grasses living well,The majority of grass is green.,"Grasses are color green, not black"
464,whales live in the sea and there is no sea in the forest,Whales cannot survive in the forest,Whales are found in the ocean.
465,oil makes the fire,Oil burns.,Oil does not put out fires
466,a video include the information of vision mainly,a video is a visual medium,you watch videos
467,a sea is too expansive to be inside the classroom,How would children get to the class if there is sea in front of it?,"A classroom would have land in front of it, not sea."
468,willow catkins usually only appear in spring,Willow catkins do not show up during winter.,Willow catkins die in the winter.
469,a bamboo basket leaks water,A bamboo basket would allow the water to leak out.,a bamboo basket isn't waterproof and wouldn't be able to hold water
470,snow will absorb heat when it melts,Snow is cold not warm.,snow is cold and usually the climate is cool
471,the metal is too hard to cut with scissors,a scissors is not strong enough to cut metal,Metal is hard to cut with scissors.
472,kites can hardly fly high in rainy day,Kites are made of paper if it is raining how its iisdible to fly a kite?,you can not fly kites on rainy days
473,an ant is too weak to do that,An ant knocked  not down a tree,An ant is too small to knock down a tree.
474,penguins only live in the Antarctic,Penguins don't live in the Arctic,only has penguin in the antarctic
475,light travels much faster than sound,Lightening occurs at the same time as thunder and lightening travels faster.,we hearn't thunder first in thunderstorm days
476,tigers are stronger than cats,Tigers are much larger than cats.,an tiger is much bigger than a cat
477,fish have no wings,Fish cannot breathe air and live in water.,The term Exocoetidae is both the scientific name and the general name in Latin for a flying fish
478,there are few snowy days in the summer,he could'nt built a snowman on a summer day,he built a snowman on a summer day
479,most plants turn carbon dioxide into oxygen,plants is not a provide carbon dioxide for the human,"Humans do not require carbon dioxide, nor do plants provide it"
480,there is no soil for wheat to grow up in the ocean,nope,"wheat can't grow in the ocean, it grows on land"
481,the rainbow is made up of seven colors,the rainbow ae only seven colours,Rainbow has seven colours.
482,sleep cannot relieve the feeling of thirst,When we are thirst we drink water.,Thirst will prevent you from sleeping.
483,When people grow old their hair turns white,People usually grow white hair when they are old.,Hair will be in both black and white.
484,Africans have more melanin in their skin,the majority of the inhabitants of africa are black,African's are mostly black
485,The children of close relatives may have many defects and are not ethical,Relatives can never marry each other according to law.,marriage is between unrelated people
486,Goldfish have no eyelids,Goldfish shouldnot sleep with their eyes closed,Goldfish have no eyelids
487,Spider blood is turquoise,THE ANIMALS BLOOD COLOUR MAY BE VARY,All blood is red when exposed to oxygen.
488,Bears hibernate in winter which reduces energy loss,Winter is an coldest season.,Animals mostly sleep in winter.
489,Many insects can smell with their antennae,Some insects have sense of smell.,Insects smell flowers and other food and are attracted to them.
490,The skin of a fish smells fishy,The angle is sweet,Fish are not meant to be sweet.
491,Turtle metabolism is slow and its vitality is very strong,"Turtles live for a long time, not a short time.",Most turtles live very long lives.
492,"When the leaf gets old, it will fall from the tree",Leaves fall off trees in the winter.,trees only grow in leaves
493,Bones contain a lot of minerals that make them hard,Bones are hard.,BONES NOT SOFT
494,burning with Different chemicals will produce different colors,Fire can have multiple colors.,"the fire has multi color orange, red, yellow."
495,Silver can kill bacteria,Silverware is good for food,We use  silverware to eat food.
496,Seawater has no color,seawater is transparent,Seawater is usually dirty and only appears blue from a distance.
497,there are too much salt in seawater,Seawater is not safe to drink.,Seawater isn't drinkable. Its salty and thus dehydrating.
498,Light travels faster than sound,THUNDER FIRST IN HEAR,Light travels faster than sound.
499,Tears contain salts,tears are salty,they are generally salt
500,Cats need taurine from fish,milk is favorite food in cat,"Cat do not like vegetables, they like fish."
501,If the audience is noisy the music cannot be heard,It is traditional to be respectful and quiet at classical concerts.,The audiences of concerts are usually quiet.
502,the winter in The north of northern hemisphere is cold and not suitable for wild geese,because they search for warmer areas wild birds fly to the southern hemisphere in winter,Geese fly south in the winter.
503,Some plants have round leaves,Leaves of the plants have different shapes.,"there are many different shapes and sizes of leaves, not just oval."
504,Rain can absorb pollution,Rain lessens pollution.,After the rain the place is washed away and cleaned
505,The Olympics are for all athletes,The Olympic Games for the enabled,the olympic games are enabled
506,Water can leak out of the cloth bags,Water would soak through the cloth and drain out.,Cold water cannot be put on cloth bags
507,Snow should exist at low temperatures,Snows always cold.,Snow is cold.
508,people who are born in Japan are Japanese,"Japan and China are separate countries, so if you were born in Japan you would be Japanese.",A person born in Japan is Japanese.
509,humans only have two legs,HUMANS WALK WITH LEGS,HUMANS HAVING ONLY TWO LEGS
510,Cars are lifeless,A CAR IS A KIND OF VEHICLE,BECAUSE CAR IS AN NON LIVITHING
511,Sea water contains salt instead of sugar,SEA WATER IS SALTY,"Sea water is salty, not sweet."
512,Books can't connect to the Internet,accessing the internet requires an electronic device and cannot be reached through a book,"You should use a computer or a smart phone, not a book."
513,There are only twelve months in a year,There are only 12 months in a year therefore the statement is false,THE YEAR HAVE ONLY TWELVE MONTHS
514,It is difficult to judge a person's age by height,Height is not an accurate predictor of a person's age.,BEER PUTS WEIGHT ONLY NOT HEIGHT
515,people can develop steadily without hurting others,peace generates well-being,Peace is a source of happiness.
516,most parents get along well with their kids,Children are typically loved by their parents.,Parents love their kids.
517,The bathroom is for bathing,Bathroom is not a place for sleeping.,you can sleep quite easily without going to the bathroom
518,Pigs are mammals,a pig can never lay eggs,a pig can't lay eggs
519,Basketball is not an instrument,There's no relation between music and basketball.,The two clauses do not correlate. Basketball and music are seemingly two very different activities.
520,There's no need to wear raincoats on sunny days,"Raincoats are used on rainy days, not when it's sunny.","Raincoats are used on rainy days, to ward off rain."
521,The duty of a nurse is to take care of patients,Nurses do not teach.,Nurses have already been taught and are generally not teachers.
522,Nobody likes mean people,"If the grandmother is mean, she would be disliked.",Mean people are disliked.
523,Fighting does not enhance our friendship,Friends does mot fight so friendship cannot be developed by fighting.,Fighting does not lead to friendship.
524,an eraser is an implement used to erase something,a eraser can be used to write on paper,Eraser is used to erase the letters on paper.
525,A party is not a place to learn,Party is for enjoying we can't study thete,I study at the home
526,The temperature in Antarctica is very low,The south pole is very chil,The south pole is very cool
527,A car can't move forward without wheels,"An ordinary car requires wheels to move, and four of them for stability.",All functioning cars have wheels. Ordinary cars indeed have wheels.
528,Eyes are for seeing,Ears are for hearing and eyes are for seeing.,Ears are for hearing.
529,speaking Chinese can not improve your English speaking,"Chinese natives speak Chinese, not English.","Talking to Chinese native speakers would likely help with Cantonese, not English."
530,Larger words are easier to read,"Typically if something is bigger with print it is much easier to read, not harder.",I CANNOT READ THEM CLEARLY BECAUSE THE WORDS ARE BIG
531,sleeping is not able to build up your body,EXERCISE IS GOOD HEALTHY,We need to sleep to rest.
532,You cannot win the championship if you run too slowly,championship is given to the fast runner,"Winning means coming in first, which requires one to run fast, not slow."
533,Tragedy usually makes people cry,"Tragedy usually envokes sadness, grief, anger, etc.",Tragedy makes people sad.
534,if you like art you need to major in art,LIKE ART MEANS MAJORED IN ARTS,Art and mathematics are very different subjects with very little overlapping subject matter.
535,the Lamborghini is expensive,"A Lamborghini is one of the most expensive car brands, so a poor person could not afford one.","Lamborghini is very expensive, if you are poor you cannot afford to buy one."
536,Snakes have no wings,SNAKES ARE CANT ABLE TO FLY BECAUSE IT DOESN'T HAVE WINGS TO FLY,snakes does not have wings to fly
537,soil cannot provide wood fiber for paper,the paper is made from  tree,paper is made from plant or wood pulp and impossible to make out of dirt.
538,the ingredients of soap are not suitable for cleaning our hair,yes use shampu to clean our hair,we use shompoo to clean our hair
539,rabbits are vegetarian so that they do not eat the frog,"A rabbit is herbivore, they only eat plants.",Rabbits don't eat frogs.
540,a scarf is used in cold weather to keep warm,"A scarf insulates the neck during cold weather, so would cause a person to overheat in summer.",we wear not in summer
541,Even if a student does not pass the exam it can only be said that his grades are not good,a student not satsisfied the reseut,A student don't need die if he doesn't pass the exam
542,The Sahara is hot and there is no snow,of course because sahara is in dessert,Sahara is a desert and skiing is not possible.
543,It is illegal to smuggle drugs,Smuggling drugs will be commended,Smuggling is a crime which cannot be commended
544,The earlier he is born the older he is,"the firstborn is the oldest as they have been alive longest, and all the other children are younger as they are born after",The firstborn child is the oldest and subsequent children are younger.
545,Gold is very expensive,Gold is very expensive,gold are precious and costs more
546,Guns are not used to sew clothes,"a gun is not a suitable tool for sewing, you will need a sewing machine",A gun has no place in sewing.
547,Shoes are usually put on feet,Sometimes people dont put shoes on their hands,Shoes are worn on feet only.
548,Nearsightedness is the inability to see at a long distance,you can only see near you,of course because if tou are far sighted you cant see things near
549,Without food people can only live for a short time,People starve if they go without food for long periods of time.,"Without food, a person will starve, and starvation leads quickly to illness and death."
550,The stain can be removed by washing,AFTER WASHING EVERY PRODUCT MUST BE CLEAN INCLUDING CLOTHES,Dirt is removed after wash
551,You can't get over a broken leg without treatment,"A broken leg requires a doctor to perform surgery in order to repair the broken bone, and will not entirely self-heal.",WE BREAK OUR LEGS JUST WAITING FOR THEIR SELF-HEALING
552,Sitting for long periods may cause hemorrhoids,"To be healthy, a person needs exercise, so being sedentary is not a good thing.","Sedentary is often paired with laziness and it is nonbeneficial to be sedentary, especially for long periods of time."
553,Dogs do not usually bite their masters,Dog do not bite people they know.,"Dogs normally bite strangers, not acquaintances"
554,Ripe apples have a lot of sugar in them instead of capsaicin,apples are fruit and are cold,apples are not cooked on a tree
555,An ostrich cannot fly,some birds have no wings,"There are many species in the bird family that cannot fly, such as penguins."
556,Pillows can make people sleep more comfortably and healthy,People usually use pillows when they sleep,people use pillows to sleep
557,Tableware makes eating more convenient,People use silverware to eat.,"People usually used tableware when they eat, they do not usually eat with bare hands."
558,People usually wash and rinse in the bathroom,Most people eat lunch in the kitchen or the dining room.,"People eat in a lunchroom, not in a bathroom."
559,Toothpaste is specially used for brushing teeth,"Toothpaste is for cleaning teeth, while shampoo is used for washing hair.",People use shampoo for hair washing and toothpaste for teeth cleaning.
560,the moon just reflect the light of the sun,The sun is brighter than the moon.,The moon is brighter than the sun
561,Most chairs are smaller than people and lying on chairs may be dangerous,People usually lie on bed and not on chairs because its used to sit and not lie.,People normally sit on chairs.
562,Wardrobes usually can't shine,A wardrobe would not give off illuminating light.,"Most would use a light or a lamp to illuminate a room, not a wardrobe which does not light up."
563,Lipsticks are cosmetics and men usually don't wear makeup,Men usually does not  use lipstick,Most men generally don't use lipstick at all
564,Most vegetarians only eat vegetables and fruits,Vegetarians don't eat meat.,vegetarians don't eat meat
565,Chocolate is poisonous for dogs,Chocolate not for dogs.,chocolate is poisonous for dogs
566,A watch is a timing tool,"a watch tells us the time, thus why wouldn't we know the time through a watch?",WATCH SERVES TO KNOW THE HOUR
567,Watermelon peel is so hard that people usually can't bite it,The most popular part of the watermelon is the pink fruit,A watermelon peel is not edible for humans.
568,Some people are allergic to peanuts,except the people allergic to them,Peanuts not good to eat for everyone.
569,Jasmine usually has a strong fragrance,people are usually can smell the fragrance of jasmine,People usually can smell the fragrance of jasmine.
570,Cancer is hard to cure,"Many people with cancer die.,",Cancer can often be fatal.
571,the Drug is prohibited in most countries,Drugs can be illegal or prescription only.,Many drugs are illegal to take without a prescription
572,Hens only can lay eggs and eggs may become little chickens,chickens are hatched from eggs which are laid by hens,Hens lay eggs.
573,Rabbits usually have powerful legs and tortoises are slow,"Tortoises are notoriously slow animals, and rabbits are known for their speed.",A rabbit is a faster runner than a tortoise.
574,Doing homework is the basic responsibility of the student,A student won't understand a subject if he doesn't study it.,students are supposed to do homework
575,Most snakes bite human and some snakes are poisonous,Most people not like snakes,Most people are afraid for snakes.
576,Different people have different fingerprints,Fingerprints are unique to each individual; no two people have the same fingerprints.,No one has the same fingerprints as other person.
577,there are also female Marathoners,Any gender can be a marathoner.,anyone can be a marathoner regardless of sex or gender
578,A lie can sometimes break,lying can be easily found by others,Lying can be find by others.
579,Heart disease needs to be treated by a cardiothoracic doctor,Dermatologists cure skin ailments only.,"Dermatologists cure skin conditions, cardiologists cure heart conditions"
580,It is illegal to hurt someone at will,we are not supposed to hurt others,We can't hurt others at will
581,some Green oranges are very sour,"Some oranges, especially those that are not completely ripe, are sour instead of sweet.",Not every orange has a sweet flavor.
582,Toilets are used for excretion,"The toilet is used for eliminating human waste, not for eating.",NO EAT IN TOILET
583,A chair with three legs will not stand,A chair usually has four legs,A chair typically has four legs.
584,coffee keeps people awake,coffee keeps you awake as it has caffeine,"Coffee contains a stimulant, caffeine; it ""perks"" people up, not puts them to sleep"
585,The washing machine is used for washing clothes,WASHING MACHINE ARE NOT IN FOOD,"washing machines are for clothes, not food"
586,A hot dog is a kind of food instead of the animal,dogs are dogs,the dogs are so hot
587,There are only seven days in a week,Seven days in a week.,can we work eight days a week
588,After enough sleep we can be invigorated,"If you sleep badly, you feel bad",Poor sleep leads to low energy.
589,It usually takes a lot to get a Ph.D. qualification,"Getting a Ph.D, is a hard task, not an easy task.",Getting a ph.D is not a easy task.
590,The sickle is for cutting grass,wood is cut with a saw,A wood can't be cut with a sickle
591,Burning garbage produces many substances harmful to the environment,burning waste generates co2 and is bad for the climate,the smoke from burning the garbage will pollute the environment
592,At night the sun is on the other side of the earth,"The sun always shines, it is just not visible to us.",The sun never ceases to shine; it merely sets at night.
593,Diabetes can be aggravated by eating sweets,THE DIABETIC CANNOT EAT CANDY AT WILL,the Diabetic can't eat candy at will
594,walking is too slow for something urgent,People can use to vehicle to go to place.,"Other modes of transport are much faster than walking, so would be used for urgent travel"
595,Air conditioning requires electricity to operate,air conditioning needs electricity to run,An air conditioner is a machine which needs electricity.
596,Man is a social animal and needs friends,Most people rely on friends.,No man is an island.
597,A tree without its bark will die,Trees have bark,"Bark is the outermost layer of a tree, so you cannot have a tree naturally without bark"
598,the lines of leaves are totally random and different,identical leaves can's be found anywhere,"IN NATURE THERE ARE SEAMLESS, BUT NOT IDENTICAL LEAVES"
599,The sun will set at night,the sun will stay on day,The sun disappears during night time.
600,Mice are a kind of pest,Most people are afraid of mice.,mice carry disease and scare most people
601,driving without a driver's license is against the law,You must have a driving license to drive a car.,You can't drive on the highway without a driving license
602,The statue of liberty is in America,"The Statue of Liberty is located in New York. Also, the sentence is incorrectly capitalized; it's ""Statue of Liberty"".",The Statue of Liberty cannot be found in France; it stands in New York.
603,In cold weather you may be frozen to death without clothes,ANIMAL DON'T NEED TO WEAR CLOTHES,Being naked in public is not allowed in most societies
604,Most people's brains can't remember everything forever,Everyone forgets something at some point in their lives.,Most people forget things regularly
605,Girls generally prefer handsome boys,Good looking boys are more likely to find girlfriends.,Attractive boys are more likely to find girlfriends.
606,the school usually can't cure patients well,"A sick person is unable to concentrate at school, and may infect other children in class.",WHEN WE GET SICK WE GO TO HOSPITAL
607,The USB plate cannot directly play music,"Generally we use internet platforms, now.","To listen to a song, a person would require a speaker, not a USB plate."
608,The microscope's focal length is small,We can not  observe a star with a microscope,We use to see stars with telescope.
609,it is hard to fire with so much water,water is common in the sea,Fire won't burn on the water
610,Potato chips are commonly made from potatoes,Chips is not allergic.,Potato chips would be dangerous for someone with a potato allergy.
611,Mars lacks the resources of human existence,mars is very hotter than the earth,Their is still no evidence of life in Mars
612,A guitar voices by its string,A working guitar has strings.,"In order to produce sound, a guitar requires strings."
613,Water has no viscosity,You cannot glue things together with water,
614,Germinated sweet potato have poison,germinated potatoes are poisiones,Germinated potatoes are not edible.
615,Some flowers do not emit fragrance,All flowers have been  fragrance,Artificial flowers are not fragrance.
616,Pines do not fall in autumn,Evergreen trees do not lose leaves at all.,evergreen trees are green always
617,females generally pay more attention to outlook than males,"Beauty salons primarily give beauty treatments for women, so females will visit more often than males.",men do not care about their beauty
618,apples can make apple juice,only apples can be used for making apple juice,The world apple in apple juice shows its made of apples and not bananas.
619,The younger the person is the faster the heart beats,children's heart beats are faster than elders,the Heartbeat is slower in children than in adults normally
620,The baton is used to direct the orchestra,a baton is  not used for playing music,a baton is used for playing music
621,Pines have few flowers and no petals,Pine trees will not bloom,pine trees won't bloom
622,The refraction of light causes clouds to seem not transparent,"Clouds can either be white, gray or variations of either.",Clouds have color
623,there is no sunshine at night,"Blue sky is a phenomenon caused by the preferential scattering of blue and violet sunlight by Earth's atmosphere. ... However, on a night with bright moonlight, the sky does appear blue, although more subtly",the sky turns different colours in the evening due to sunset
624,the company spends money on my time,I go to work to earn money.,We go to work for earn money.
625,It is not necessary to cut too short hair,"If the hair is too short already, cutting it will only make it shorter","Haircuts shorten hair, not lengthen it"
626,noise can interfere with their thinking in a noisy environment,quiet helps people think properly,noisy environments make them tense
627,Tigers are carnivores and not tame,How can I reduce grazing pressure in protected areas of human dominated landscape,Tigers don't gaze
628,working without rest is tiring,We need to rest at last one day in a week.,Working all day is very not relaxing
629,a table is too hard that you can't fall asleep on it,What's the best sleeping pill for flying,A bed is a comfortable place to sleep.
630,a ship is always close to the sea and the airport is far from the sea,We can find a plan at the airport.,ships can be found only in seas.
631,Losers usually don't have any prizes,LOSERS PUT EFFORT FOR GETTING PRIZES,Winners are given prizes.
632,Too much smoking can lead to lung cancer,Science has proven that smoking is bad for your health.,Smoking is bad for your body.
633,The radio can't connect to the Internet,I  email will confirm my email through my radio,Email must be confirmed on a computer device.
634,We can access air on earth freely,the air is free and not stocked,Air has no capacity to hold a charge.
635,bikes were invented hundreds of years ago,I INVENTION IN NEW BIKE,The bike has been around for well over one hundred years.
636,We usually do not use water to write,There is ink in the pen so we can write,Water availability has nothing to do with being able to write.
637,Canada is located in North America,A EUROPEAN CULTURE IS TRADITIONAL,Canada is not in Europe.
638,You need to buy a ticket before you enter the museum,You need a ticket to enter the museum,"In order to gain entry to a museum, you usually require a ticket, so would buy one as the first thing you do."
639,Birth is the beginning,"Death is the end of life, not the start.",Death is the end of a person's conscience.
640,Apple is a kind of fruit,An apple is a fruit.,APPLE IS A FRUIT.AND IS NOT AN ANIMAL
641,the television is used to watch movies,"Television is a device used to entertain us with TV shows, Movies and songs.","Television is used to watch people, not contact them."
642,French fries are junk food,because the french fries is good for health  to eat,fresh fries are not in good healthy
643,People do not like ugly things,A PERSON WANTS TO BUY A BEAUTIFUL THINGS,"civilization as a whole does not purposely go out of their way to buy ugly things, it usually would be a gag or because they couldn't afford better."
644,A joke is for people's laugh,Jokes make people laugh.,A joke can only  make you laugh.
645,The ruler is not sharp enough to cut things,"A ruler has a blunt edge so it will not damage things it is measuring, and will not cut anything.",sometimes
646,Snow melts into water,"Snow is water, so it is wet.",The snow is cooled
647,The water in the desert has been steamed dry,THE DESERT DOES NOT CCONTAIN WATER,A desert is made of sand only.
648,It is impossible for human to reach the edge of the universe,the universe is very big,the universe is very large
649,Air can't power cars,"Car engines run off of gasoline, not air.",car engines need fuel to run
650,Time is different from time to time,time is constantly moving forward.,time is changed
651,The law prohibits cars from driving too slowly at high speed,because its broken,High way is used to drive the car fast.
652,Computers are bigger than wallets.,Wallets cannot be used to put computers.,the wallets are used for carry such personal items
653,Most universities need tuition fees to sustain themselves,college is does not free,College costs.
654,Guns are very dangerous tools,NOT PLAYED IN GUNS,Guns are dangerous weapon and cannot be handled by Children.
655,Human beings can turn sugar into fat,Thin people will not eat more.,"Eating too much causes more calories in the body than can be burned off, which results in fat."
656,Music usually has a pleasant melody,"This is a general statement that is false. Humankind, since the creation of organized sound (i.e. music), has always had a fond relationship with music.",Most people like music.
657,black music is likely to spoil,The color of milk is white and not black.,while  a moderate  intake  of black milk is healthy
658,Dinosaurs have been extinct already,Dinosaurs went extinct millions of years ago. It would be impossible for humans and dinosaurs to interact.,Dinosaurs did not exist alongside human beings.
659,Books are not tools for surfing the Internet,Books are made of paper and you need a screen for a web browser.,Books doesn't have network conection.
660,Erasers are usually used to erase handwriting,eraser is used to erase the writings,Eraser is not in writing material
661,Most toys are designed for children,Children like toys.,some adults are like by a toys
662,It is illegal to buy and sell human beings,Humans cannot be sold.,Humans cannot be purchased in a supermarket.
663,most viruses will make humans sick,viruses are mostly dangerous to humans,Humans usually like viruses
664,The law is for keeping from people doing something,Those who break the law will be punished.,Those who break laws commits an offence and are punished not rewarded.
665,little sleep can make people tired,PEOPLE MUST HAVE A SLEEP,Everybody needs to sleep or they will die.
666,Sunlight can pass through the windows,Window should be open at the day.,Windows invite in sunlight.
667,Wood houses are not strong enough,Wood is combustible and inflammable.,Wood is not that much strong
668,Seatbelts protect drivers and passengers,"People have the option and are encourage to wear searbelts when driving. In many American states, it is illegal to drive without a seatbelt.","People can, and normally do, wear seat belts when driving."
669,Sharks may eat humans,Sharks are dangerous towards people.,sharks are dangerous
670,alarm clocks make loud noises,Alarm clocks wake people up.,Alarm clocks usually help people wake up from sleep.
671,umbrellas are used to keep out the rain,BECAUSE RAIN IS COMING,People usually hold umbrellas on cloudy days
672,The police will catch thieves,Thieves will do wrong things They won't Happy of police,Thieves are criminal
673,Married people usually wear rings on their ring fingers,Married people wear ring on their ring finger.,Ring fingers are normally reserved for wedding bands.
674,Doctors can help treat patients,People went go to doctors when they get  not a sick,They need a doctor to get better.
675,Drinking sea water makes people thirstier,Seawater isn't advisable to be drank by humans.,PEOPLE ARE NOT DRINK IN SEAWATER
676,electric fans take away heat,electric fans are used to cool down so they would not be used by somebody who is cold,Fans are used when people are warm.
677,Cameras can help tourists take beautiful pictures,Tourists will  take cameras with them,Tourists normally take cameras on vacation.
678,Game addiction can affect students' study performance,Students focus will deplete if they will indulge in games.,a students was should be any time indulged in a games
679,Cats have no sensitive sense of smell,"Police use dogs to search for drugs, not cats",dogs are sniffers and they are used by police
680,Diamonds are the hardest thing,yes,Diamonds are able to cut glass.
681,Bosses are real leaders,Bosses give applicants jobs.,Boss only give jobs to applicants.
682,Sunscreen protects people from sunlight,People usually used  sunscreen at day and night,Sunscreen is used when the sun is out.
683,Gems are rare in nature,Gems are micro organisms and cannot be seen with the naked eyes.,GEMS ARE VERY RARE TO FIND
684,The stewardess is the flight service provider,Stewardess are there to assist you when you are on a flight.,The stewardess job is to help you along on the flight with whatever they can reasonably complete.
685,Salt dissolves in water,The salt is dissolved in the water.,Salt is dissolved in water and can't be seen.
686,Cats have a lovely appearance,Most people like cats.,"there are people who hate cats and people who love cats, you should not generalize"
687,wounds will leak Blood to heal themselves,We must see blood in human's wounds.,Human wounds have blood in them
688,People are usually covered by quilts while sleeping,Quilts are usually put in the living room or bedroom.,People usually put their quilts in their bedroom.
689,Sheep are herbivores,sheeps are herbivorous,Sheep do not eat meat.
690,Gasoline can power cars,Cars need gasoline to move,The car must burn gasoline to run.
691,Hospitals are places for treatment,Most people watch movies in a movie theater,Hospitals don't show movies to the public.
692,no one pays to be unhappy,spending money is to get desired things and be happy,People spend money on things that they like and that cannot be a source of sadness.
693,Willow is a kind of tree,willow is not a flower,Willow is my favorite flower
694,Carelessness in dangerous places can lead to accidents,IF THE AREA IS DANGEROUS MEANS WE  HAVE TO BE CAREFUL,THIS AREA IS DANGEROUS SO YOU HAVE TO BE CAREFUL
695,you can eat nothing if you close your mouth,the first thing you do when you eat something is not closing your mouth,We open our moth before puting food inside.
696,The age of thirty is a period of vigor,thirty years is not the retirement age.,Most people retire in their sixties.
697,There are no paper instruments in the world,Paper gets torn apart very easily.,"Paper tears, is weak, and cannot be used to make musical sounds."
698,the musical instrument will break If you play baseball with it,"Musical instruments can be used to play music, not baseball.",Musical instruments are for playing music not baseball.
699,it can be difficult for a giraffe to enter the room,Giraffes are outdoors.,"A giraffe would not be seen in a normal room, as they are too tall to fit in."
700,Tokyo is not a country,in the world large countries was tokyo,"Tokyo is a city, not a country."
701,You need to take off your shoes if you want to press the button with your toes,elevator buttons are pressed with fingers,"Elevator buttons are pressed with fingers, not toes"
702,Sleeping in a church is an insult to God,"Churches are mainly used for worship, not sleeping",People practice religion at church.
703,Sand is not a material for making paper,PAPER CANNOT BE MADE FROM SAND,Paper is usually made from trees
704,The mouth is for eating instead of seeing,to wee we should open our eyes,Open your eyes to see.
705,Umbrella does not work well on windy days,an umbrella is for sheltering you from the wind,AN UMBRELLA DID NOT SHELTERING THE WIND.
706,Death is painful to every one,Death is not a cause for celebration.,They can't celebrate since they are dead.
707,No one was eager to attend the funeral,"because funerals are very sad events, most people don't look forward to them",People do not look forward to death.
708,Tigers are dangerous,"Tigers eat humans. So, they can not pet generally.",Tigers are very dangerous to have as a pet.
709,Mammals are born from the womb,Mammals are vertebrate animals not a birds,"Mammals produce milk to feed their young, while birds do not."
710,bad luck makes people upset,people only wish for good luck,One would always wish to have good luck.
711,houses in rich area are usually expensive,A house in the rich area would be expensive.,"This sentence contradicts itself. If his house is located in a rich area, the home is likely to be expensive too."
712,it is impossible for a fish to fly,Is it possible for fish to fall from the sky,You are likely to find a stars around in the sky
713,you are more likely to have a rest when you are tired,If someone tired then he/she should take rest.,People relax when they feel tired.
714,your fingers are part of your hand,your fingers are nowhere near your face and attached directly to the hand,FINGERS ARE THE PART OF OUR HAND
715,the Vegetable salad has a lot of nutrition,Vegetables are not considered junk food,The Vegetable are healthy food.
716,A girl is a young female,girls are females,Girls are female.
